SHIP'S NAME,AKA,SHIP'S OWNER,VESSEL TYPE,YEAR BUILT,WHERE BUILT,DATE LOST,YEAR,MNTH,DAY,LOCATION LOST,LATITUDE LOST,LONGITUDE LOST,CAUSE OF LOSS,CONSTRUCTION,FLAG,HOME (HAILING) PORT,DEPARTURE PORT,DESTINATION PORT,# CREW,# PASS,LIVES LOST,SHIP VALUE,NATURE OF CARGO,USLSS STATION NAME,MISC INFORMATION
James L Maloy,,,Schooner,,,3/3/1873,1873,3,3,Cape May Beach,,,Stranded,,,"Philadelphia, PA","New York, NY","Philadelphia, PA",6,,0,"$6,000",Salt,Cape May #40,#13398; Refloated
James Longstreet,Target Ship,U S War Shipping Co,Freighter Liberty,1942,"Houston, TX",10/26/1943,1943,10,26,Sandy Hook,40-27-00 N,74-00-00 W,Grounded,Steel,US,"Houston, TX","Southampton, England","New York, NY",41,,0,,,,"#212396; Used as a ""Target Ship"" after WWII"
James M Hall (1880),,H Hill,Schooner,1879,"Milford, DE",4/12/1880,1880,4,12,Little Egg Inlet Shoal,,,Stranded,Wood,US,"Philadelphia, PA","New York, NY","Norfolk, VA",5,,0,"$8,000",Assorted cargo,Little Egg #23,#26084; Refloated
James M Hall (1888),,Geoge Taulane,Schooner,1879,"Milford, DE",6/16/1888,1888,6,16,Barnegat E 10 mi,,,Dismasted by lightning,Wood,US,"Philadelphia, PA","Providence, RI","New Bern, NC",5,,0,"$6,000",None,,#26084; Towed in by Pilot boat
James M Hall (1906),,H Hill,Schooner,1879,"Milford, DE",11/15/1906,1906,11,15,Long Branch LSS S .5 mi,,,Stranded,Wood,US,"Somers Point, NJ","Indian Creek, VA","New York, NY",4,,0,"$2,000",Oil,Long Branch #4,#26084
James M Tucker,,,Canal boat,1897,,4/20/1918,1918,4,20,"Port Reading, NJ",,,Foundered,,,,,,1,,0,,,,#165337
James M Vandervorse,,,Schooner,,,1/7/1878,1878,1,7,Little Egg Harbor LSS N 1 mi,,,Grounded,,,"Perth Amboy, NJ",Virginia,"New York, NY",5,,0,"$3,500",Pinewood,Little Egg #23,Refloated
James M Williams,,,Schooner,,,9/19/1846,1846,9,19,Barnegat Light S 4 mi,,,Stranded in gale,,,"Taunton, MA","Norfolk, VA","New York, NY",,,,,9000 bushels corn,,Refloated
James Nelson,,,Sloop,,,3/24/1875,1875,3,24,Barnegat Inlet N 1 mi,39-47-00 N,74-05-00 W,"Struck submerged wreck of ""Idaho""",,,"New Bedford, MA","Key West, FL","Wareham, MA",7,,0,"$1,000",,Barnegat #16,Refloated
James O'Donnell,,,Barge,1920,,5/19/1950,1950,5,19,South Amboy Coal Docks,,,Burned,,,,,,,,,,,,Burned at dock
James Orr,,,Brig,,,7/1851,1851,7,,New Inlet Bar,,,Grounded,,England,"Cardiff, England",,,,,,,,,Total loss
James P Ward,,,Canal boat,1903,,7/5/1930,1930,7,5,"Edgewater, NJ",,,Stranded,,,,,,,,,,,,
James Ponder,,,Schooner,1866,,4/20/1897,1897,4,20,"Cobbs Island, VA",,,Stranded,Wood,US,"Tuckerton, NJ",Virginia,"New York, NY",6,2,0,"$2,000",350 ton Railroad ties,Cobbs Island,#13732; Total loss
James R Clements,,William Farson,Schooner,1865,,2/22/1878,1878,2,22,Deal Beach,,,Grounded,Wood,US,"Philadelphia, PA","Keyport, NJ","Fairhaven, CT",5,,0,"$4,000",Oysters,Deal #6,#13730; Total loss
James R Talbot,,E A Crocker,Schooner 3 masted,1874,"East Machies, ME",2/25/1886,1886,2,25,Barnegat S,,,Damaged in gale,,,"East Machias, ME",,,,,,,,,#75632
James S Hewitt,,E Foster,Schooner,1855,"Cape May, NJ",9/4/1880,1880,9,4,Atlantic City LSS N .25 mi,,,Stranded,Wood,US,"Philadelphia, PA","Boston, MA","Philadelphia, PA",6,,0,,In ballast,Atlantic City #27,#13370; Refloated
James Turpie,,,Steamship,1881,"Newcastle, England",10/25/1899,1899,10,25,Brigantine Shoal,39-23-00 N,74-23-30 W,Stranded in fog,Iron,England,"North Shields, England","Palermo, Sicily","New York, NY",20,,0,"$50,000","Sulphur, fruit, oil",,#84859; Refloated
James Veldran,,A & J Pharo,,,,12/21/1881,1881,12,21,Absecon Inlet,,,"Collision w/ ""Hannah M Buell""",Wood,US,"Tuckerton, NJ","James River, VA","New York, NY",6,,,,Wood,,
James W Drury (1882),,Kilham Lord & Co,Schooner 3 masted,1872,"East Boston, MA",9/10/1882,1882,9,10,Townsends Inlet E 1 mi,,,Stranded in storm,Wood,US,"Boston, MA","Bath, ME","Philadelphia, PA",8,,0,"$25,000",Ice,,#75534; Refloated
James W Drury (1885),,Kilham Lord & Co,Schooner 3 masted,1872,"East Boston, MA",4/9/1885,1885,4,9,Cold Spring LSS WSW .5 mi,,,Stranded,Wood,US,"Boston, MA","Philadelphia, PA","Boston, MA",8,,0,"$30,000",Coal,Cold Spring,#75534; Refloated; Taken to Phil for repairs
James W Elwell (1875),,New York Pilots,Pilot boat,1867,"Mystic Bridge, CT",11/5/1875,1875,11,5,Barnegat N 5 mi,,,Grounded,,US,"New York, NY","New York, NY",Pilot service,12,,0,"$15,000",,Island Beach #16,Total loss
James W Elwell (1916),,,Schooner,1892,"Bath, ME",3/15/1916,1916,3,15,"Monmouth Beach, Long Branch",,,In distress,Wood,,"Portland, ME",,,9,2,0,"$35,000",,Monmouth Beach,#77069; Towed to port
James W Lee (1887),,,Schooner,1868,"English Creek, NJ",12/6/1887,1887,12,6,Barnegat Shoal,,,Grounded,Wood,US,"Bridgeton, NJ","New York, NY","Barnegat City, NJ",2,,0,$700,Stone,Barnegat,#13903; Refloated undamaged
James W Lee (1888),,,Schooner,1868,"English Creek, NJ",6/19/1888,1888,6,19,Hereford Inlet LSS NE .5 mi,,,Stranded after dragging anchor,Wood,US,"Bridgeton, NJ",,At anchor,0,,0,$800,,Hereford Inlet,#13903; Refloated; returned to anchor
James W Lee (1890),,,Schooner,1868,"English Creek, NJ",10/26/1890,1890,10,26,Hereford Inlet LSS N .5 mi,,,Grounded,Wood,US,"Bridgeton, NJ",,Cruising,3,,0,$700,None,Hereford Inlet,#13903; Refloated
James W Lee (1891),,,Schooner,1868,"English Creek, NJ",3/6/1891,1891,3,6,Corsons Inlet LSS SW 1 mi,,,Stranded,Wood,US,"Bridgeton, NJ","Ludlums Bay, NJ","Hereford Inlet, NJ",3,,0,$700,None,Corsons Inlet,#13903; Refloated
James W Lee (1894),,,Schooner,1868,"English Creek, NJ",2/26/1894,1894,2,26,Barnegat Inlet,,,Grounded in gale,Wood,US,"Bridgeton, NJ","Cape May, NJ","Barnegat City, NJ",2,,0,$700,,,#13903; Refloated
James W Lee (1899),,,Schooner,1868,"English Creek, NJ",11/23/1899,1899,11,23,Turtle Gut LSS SSW 1 3/4 mi,,,Stranded,Wood,US,"Bridgeton, NJ","Great Egg Harbor, NJ","Hereford Inlet, NJ",3,,0,$700,None,Turtle Gut,#13903; Refloated
James W Lee (1900),,,Schooner,1868,"English Creek, NJ",4/10/1900,1900,4,10,Corsons Inlet SSW 2.25 mi,,,Stranded,Wood,US,"Bridgeton, NJ","Chincoteague, VA","Lodlows Bay, NJ",2,,0,$700,Oysters,,#13903; Refloated
James W Lee (1901),,,Schooner,1868,"English Creek, NJ",3/31/1901,1901,3,31,Little Egg Inlet Middle Ground,,,Grounded,Wood,US,"Bridgeton, NJ","Hereford Inlet, NJ","Little Egg Harbor, NJ",2,,0,$900,None,Little Beach,#13903; Refloated
James W Lee (1909),,,Schooner,1868,"English Creek, NJ",6/2/1909,1909,6,2,Barnegat Inlet LSS N 1/4 mi,,,Grounded,Wood,US,"Bridgeton, NJ","Hereford Inlet, NJ","Barnegat City, NJ",3,,0,$800,Buoys,Barnegat; Forked River,#13903; Refloated
James Watt,,,,1851,,8/1/1870,1870,8,1,"Hoboken, NJ",,,Burned,,,,,,,,,,,,
Jane (1749),,,Scow,,,2/20/1749,1749,2,20,Sandy Hook,,,Stranded in ice,,,,"Jamaica, WI","New York, NY",,,,,,,Possibly Refloated
Jane (1808),,,Schooner,,,11/1808,1808,11,,Cape May,,,Parted cables,,,,"Richmond, VA",,,,,,,,
Jane (1873),,,Pilot boat,,,1873,1873,,,Sandy Hook,,,,,,,,,,,0,,,,
Jane C Doughty,,,Schooner,,,4/1858,1858,4,,,,,Lost,`,,,"Atlantic City, NJ","New York, NY",,,,"$3,000",,,Total loss
Jane Henderson,,,Schooner,,,3/14/1853,1853,3,14,Hereford Inlet,,,Abandoned,,,"Port Elizabeth, NJ","Philadelphia, PA","New York, NY",,,,,,,"Sank; Crew rescued by ""Northern Lights"""
Janie T Lewis,,,Schooner,1884,"Machipongo, VA",4/5/1903,1903,4,5,Atlantic City LSS E .25 mi,,,Stranded in storm,Wood,,"Chincoteague, VA","Chincoteague, VA","Atlantic City, NJ",4,,0,"$1,500",Oysters,Atlantic City,#76489; Refloated
Jason,,Longfellow et al,Schooner,1863,"Machias, ME",2/28/1875,1875,2,28,Little Egg Harbor shoal,,,Grounded,,US,"Machias, ME","Fernandina, FL","Philadelphia, PA",5,,0,"$2,500",Lumber,Little Egg Harbor #23,Broke up; Total loss
Jasper,,,Schooner,,,5/12/1856,1856,5,12,Cape May Joe Flogger Shoal,,,Stranded,,,,"Philadelphia, PA","Boston, MA",,,,,,,Total loss
Java,,,Ship,,,12/1856,1856,12,,Sandy Hook West Bank,,,Stranded,,,,"Greenock, Scotland","New York, NY",,,2,,,,Total loss
Jay Bee II,,,Motor vessel gas,1926,,,,,,,,,Foundered,,,"Atlantic City, NJ",,,,,,,,,#226010
Jean,Nisseqogue,William C Reid,Schooner,1917,"Brunswick, GA",1/21/1928,1928,1,21,"Gas Buoy, NJ",,,"Collision w/ ""City of Glasgow""",Wood,,"New York, NY",,,9,,0,,,,"#215057; Total loss; formerly ""Nisseqogue"""
Jeanette,,George F Leupold,Motor vessel,1908,"Elkton, MD",8/21/1933,1933,8,21,"Stone Harbor, NJ",,,Stranded,,,"Philadelphia, PA",,,2,,0,,,,#205483; Total loss
Jefferson,,Tupper & Beattie,Schooner 3 masted,1874,"Brooklyn, NY",12/14/1882,1882,12,14,Barnegat Shoal,,,Grounded,Wood,US,"New York, NY","Mobile, AL","New York, NY",8,,0,"$20,000",Lumber,Barnegat #17,#75639; Refloated
Jefferson Davis,,,Freighter,,,12/23/1971,1971,12,23,Barnegat Light E 26 mi,,,Collision w/ Russian trawler,,US,,"New York, NY",Middle East,,,,,General cargo,,Partial damage
Jenne,,,Motor vessel,1917,"Toltenville, NY",11/14/1924,1924,11,14,Sandy Hook,,,Foundered,,,"New York, NY",,,2,,0,,,,#215256
Jennie A Shephard,,,Schooner,,,5/7/1870,1870,5,7,Sandy Hook,,,Stranded in fog,,,,"Georgetown, DC","New York, NY",,,,,Coal,,Refloated; no damage
Jennie Bell,,,Schooner,,,,,,,Sandy Hook,,,Grounded,,,,,,,,,,Rum,,Rum runner
Jennie Hall,,,Schooner,1883,"Columbia Falls, ME",2/7/1889,1889,2,7,Sandy Hook SE 2 mi,,,Stranded,Wood,,"Machias, ME","Jacksonville, FL","New York, NY",9,,0,"$20,000",Lumber,,#76454; Refloated
Jennie R Tomlinson,,,Schooner,1891,"Milton, DE",12/24/1897,1897,12,24,Barnegat Shoal NE 1.25,,,Grounded,,,"Wilmington, DE","New York, NY","New Bern, NC",5,,0,"$10,000",Fertilizer,"Forked River, NJ",#76951; Refloated
Jennie Thomas,,,Schooner,1891,,11/16/1908,1908,11,16,Sandy Hook E 300 mi,,,Abandoned,,,,,,7,,0,,,,#76946
Jennie Z,,,Schooner,1884,"Cherry Hill, NJ",7/4/1897,1897,7,4,Sandy Hook LSS N .75 mi,,,Stranded,,,"New York, NY",,Fishing trip,22,,0,$700,,,#76699; Refloated
Jenny (1798),,,Merchantman,,,1798,1798,,,Lower New York Bay,,,Lost,,US,,,Jamaica,,,,,,,
Jenny (1871),,,Schooner,,,7/23/1871,1871,7,23,NJ Flats,,,Burned,,,,,,,,,,,,Explosion in hold; Burned to waterline
Jeremiah,,,Brig Half,1863,"Searsport, ME",3/14/1876,1876,3,14,Barnegat,,,"Collision w/ ""P A Saunders""",,,"Searsport, ME","New York, NY","Cardenas, Mexico",,,,,,,#13535; Partial loss
Jerome,,,Brig,,,11/29/1856,1856,11,29,Squan Inlet S 6.5 mi,,,Stranded,,,"Port Medway, NS",Turks Island,"New York, NY",,,,,,,Refloated 12/8/1856
Jerome B Look,,,Schooner 3 masted,1890,"Columbia Falls, ME",4/4/1896,1896,4,4,Little Egg Harbor shoal,,,Grounded in gale,Wood,US,"New York, NY","New York, NY","Newport News, VA",5,,0,"$16,000",None,Little Beach,#76912; Refloated
Jerry,,Capt Bob Henry,Tug,1952,"Port Arthur, TX",9/15/1997,1997,9,15,Garden State North Artificial Reef,39-37-757 N,74-00-828 W,Opened sea cocks,Steel,US,NJ AR,GSN,80,,,,,,,Sponsor - Artificial Reef Assoc
Jersey Belle,,,Cruiser steam,,,1920,1920,,,Wildwood E 2 mi,38-58-06 N,74-47-09 W,Unknown,,,,,,,,,,,,
Jersey Blue,,,Steamship,,,1893,1893,,,"Bridgeport, NJ",,,Burned,,,,,,,,,,None,,
Jesse M Justis,,,Schooner,,,5/9/1842,1842,5,9,Absecon Beach,,,Capsized in wind,,,,"Pawtucket, RI","Philadelphia, PA",,,0,,,,Total loss
Jesse W Starr,,,Schooner,1874,,2/28/1906,1906,2,27,,37-33-00 N,74-36-00 W,Abandoned,,,,,,6,,6,,,,#75682
Jessica Heather,"Rayna&Kersten, Navigator",Paige Nicole LLC,Fishing boat,1985,"Houma, LA",8/19/2013,2013,8,19,Atlantic City Beach,,,Grounded; Capt fell asleep,Steel,US,"Atlantic City, NJ","Atlantic City, NJ",Fishing service,3,0,0,,None,USCG Atlantic City,#689134; Refloated same day
Jessie C,,Caldwell's Diving Co,Crew boat,,,2/12/1997,1997,2,12,Little Egg Artificial Reef,39-28-501 N,74-11-631 W,Opened sea cocks,Steel,US,NJ AR,LE,15,,,,,,,
Jew,,,Schooner,,,2/11/1843,1843,2,11,Sandy Hook Point,,,Grounded,,,,"Baltimore, MD","Providence, RI",,,0,,Corn,,Total loss
Jewess,,,Sidewheel steam,1839,"Baltimore, MD",11/11/1854,1854,11,11,Barnegat Beach,,,Stranded,,,,"Havana, Cuba","New York, NY",15,,0,,,,Total loss
Jewett,,,Steamship,,,1864,1864,,,Brigantine Beach E .5 mi,,,Grounded,Wood,,,,,15,,0,,Oranges,,Total loss
Jim Crow,,,Schooner,,,9/2/1839,1839,9,2,Great Egg Harbor E 86 mi,,,Wrecked; Abandoned,,,,,,,,,,,,
Jim Lynch,E-13,Cleanwater of New York,Tanker barge,,,10/30/2001,2001,10,30,Axel Carlson Artificial Reef,40-02-84   N,73-59-58   W,Opened hull,Steel,US,NJ AR,AXC,66,,,,,,,Sponsor - Greater Pt Pleasant CBA
Joan LaRie III,DPC-15; Brooklyn,Capt Sean Mowbray,Tug,1943,"Neponset, MA",10/30/2001,2001,10,30,Axel Carlson Artificial Reef,40-03-39   N,73-59-55   W,Opened hull,Steel,US,NJ AR,AXC,65,,,,,,,"Sponsor - Friends of ""Norma K"""
Joan La-Rie III,,Charles H Housley,Charter fishing boat,1968,"Waretown, NJ",10/24/1982,1982,10,24,Manasquan E 8.5 mi,40-04.1 N,73-51.1 W,Capsized from rogue wave,Wood,US,"Pt Pleasant, NJ","Pt Pleasant, NJ",Fishing trip,2,20,8,,,USCG Manasquan,"#514848; Sank; Passengers rescued by ""Itape"""
Joanna,,,Motor vessel,1881,,5/22/1930,1930,5,22,"Sewaren, NJ",,,Burned,,,,,,4,,0,,,,#76231
Joe (1864),,,Steamship,,,11/28/1864,1864,11,28,Sandy Hook,,,Grounded in gale,,England,,"New York, NY","Matanzas, Cuba",,,,,,,Total loss
Joe (1913),,,Launch,,,8/7/1913,1913,8,7,"Seabright, NJ",,,Foundered,,,,,,5,,0,$50,,Seabright,
Joe Hooker (1885),,,Schooner Fishing,1864,"Essex, MA",5/6/1885,1885,5,6,Sandy Hook Point,,,Stranded in fog,,,"Gloucester, MA",,,14,,0,"$6,000",,,#12864; Refloated
Joe Hooker (1887),,,Schooner,1868,,12/17/1887,1887,12,17,,40-47-00 N,67-45-00 W,Abandoned while sinking,,England,,,,,,0,,,,Sank
Joe Houston,,Coleman Construction Co,Deck barge,,,11/28/2006,2006,11,28,Barnegat Light Artificial Reef,39-45-078 N,74-01-460 W,Scuttled,Steel,US,NJ AR,BL,151,,,,,,,Sponsor - Kevin Coleman
Joel B Sutherland,,,Sloop,,,12/1837,1837,12,,At sea,,,Abandoned,,,,"Philadelphia, PA","New York, NY",,,0,,Coal,,
Johan Lang,,Johan Lang,Bark,1873,"Brakestad, Russia",11/24/1877,1877,11,24,Hereford Inlet,,,Wrecked,,Finland,"Brakestad, Norway","Bordeaux, France","Philadelphia, PA",17,,0,"$10,000",Ballast,Stone Harbor #35,Total loss
Johanna Lang,,,Bark,,,12/19/1867,1867,12,19,Pecks Beach,39-14-40 N,74-36-50 W,Stranded in storm,,Russia,,,,18,,18,,,,
Johannah T,,,Yacht motor,,,7/19/1932,1932,7,19,"Long Branch, NJ",,,Burned,,,,,,4,,0,,,,#228630
John (1771),,,Sloop,,,12/17/1771,1771,12,17,Sandy Hook,,,Stranded,,,,,,,,,,,,Refloated
John (1777),,,Brigantine,,,12/31/1777,1777,12,31,Delaware River,,,Burned & Stripped,,England,,,,,,,,,,War loss
John (1790),,,Merchantman,,,12/5/1790,1790,12,5,Delaware River,,,Wrecked,,England,,England,"Philadelphia, PA",,,,,,,
John (1870),,,Schooner,,,2/11/1870,1870,2,11,Atlantic City,,,Stranded,,,,"Wilmington, NC","New York, NY",,,,,"Naval stores, peanuts & coffee",,Refloated
John A Briggs,,,Schooner - Barge,1878,"Freeport, ME",12/26/1909,1909,12,26,Barnegat,,,Foundered,,US,"New York, NY","Norfolk, VA","Boston, MA",6,,6,,3350 ton coal,,#76022; Total loss
John A Griffin,,,Schooner,1860,"Wilmington, DE",12/9/1885,1885,12,9,Barnegat,,,In distress in gale,,,"Wilmington, DE","Wilmington, DE","Philadelphia, PA",,,,,"180,000 ft lumber; 100 ton iron",,#13728; Towed to New York
John A Hill,,H W Cook,Steamship,,,3/30/1903,1903,3,30,,33-20-00 N,74-30-00 W,Foundered in gale,Wood,US,"Philadelphia, PA","Jacksonville, FL","New York, NY",16,,9,"$40,000",1000 ton lumber,,Total loss
John A Lingo,,,Schooner,1883,"Indian River, NJ",2/10/1909,1909,2,10,Townsends Inlet South bar,,,Foundered,,,"Somers Point, NJ","Indian River, NJ","Sea Isle, NJ",4,,0,"$4,000",Lumber,Townsends Inlet,#76448; Refloated
John A McKie,,,Schooner,1868,"Philadelphia, PA",7/16/1899,1899,7,16,Ship Bottom LSS N 1.5 mi,,,Stranded in fog,Wood,,"Boston, MA","St John, NF","Philadelphia, PA",6,1,0,"$4,000",Laths,Ship Bottom,#9724; Total loss
John A Morgan,,,Steamship,1876,"Deering, ME",7/22/1884,1884,7,22,Sandy Hook,,,Collision,,,"New York, NY",,Fishing service,,,,,,,#75846; Partial loss
John A Stanley,,,Schooner,,,11/5/1859,1859,11,5,Squan Inlet S 6 mi,40-01-42 N,74-09-00 W,Stranded,Wood,US,"Brookhaven, CT",,,5,,0,,Cotton,,Refloated
John A Warner,,,,1857,,7/31/1911,1911,7,31,"Trenton, NJ",,,Foundered,,,,,,,,,,,,
John Albert Smith,,Lewis Choate,Schooner,1870,"Ipswitch, MA",1/15/1874,1874,1,15,Cape May E 100 mi,,,"Collision w/ ""Isaac Rich""",,,"Ipswitch, MA","Bowler's Rock, RI",,,,,,,,Partial loss
John and Elizabeth,,Elliot,Brig,1862,"Sunderland, England",8/16/1862,1862,8,16,Long Beach Island,,,Grounded,,England,,"Trinity, NF","New York, NY",,,,,,,Refloated
John and Jane,,,Sloop,,,3/6/1766,1766,3,6,Cape May S 12 mi,,,Grounded in gale,,,,"Antigua, WI","Philadelphia, PA",,,0,,,,"Crew, rigging cargo saved"
John and Mary,,Gustave A Gustafsson,Fishing boat,1926,"Friendship, ME",7/9/1932,1932,7,9,Cape May,,,Foundered,,,"New York, NY",,Fishing service,6,,0,,,,#225636; Total loss
John and Richard (1768),,,Brig,,,2/1768,1768,2,,Cape May S 20 mi,,,Grounded,,,,"Liverpool, England","New York, NY",,,,,,,
John and Richard (1844),,,Schooner,,,12/11/1844,1844,12,11,Cape May,,,Grounded,,,"Great Egg Harbor, NJ","Philadelphia, PA","New York, NY",,,,,Coal,,Cargo saved; Ship lost
John Anna (1879),,,Schooner,1866,"Somers Point, NJ",10/3/1879,1879,10,3,Little Egg Inlet,,,Grounded in gale,,,"Somers Point, NJ","Mullica River, NJ","Great Egg Harbor, NJ",3,1,0,"$2,000",Oysters,Little Egg #23,#12906; Refloated
John Anna (1883),,,Schooner,1866,"Somers Point, NJ",9/17/1883,1883,9,17,Corsons Inlet bar,,,Stranded,,,"Somers Point, NJ","New York, NY","Corsons Inlet, NJ",3,1,0,"$2,000",Lime,,#12906; Refloated
John Anna (1884),,,Schooner,1866,"Somers Point, NJ",1/6/1884,1864,1,6,Great Egg Harbor Inlet,,,Stranded,,,"Somers Point, NJ","Somers Point, NJ","Hog Island, VA",3,1,0,"$1,600",In ballast,Great Egg Harbor,#12906; Refloated
John Anna (1894A),,,Schooner,1866,"Somers Point, NJ",4/6/1894,1894,4,6,Corsons Inlet bar,,,Stranded,,,"Somers Point, NJ","Wye River, MD","Corsons Bay, NJ",4,0,0,"$1,000",Oysters,,#12906; Refloated
John Anna (1894B),,,Schooner,1866,"Somers Point, NJ",4/23/1894,1894,4,23,Corsons Inlet bar,,,Stranded,,,"Somers Point, NJ","Hampton, VA","Ludlams Bay, NJ",3,0,0,"$1,000",Oysters,,#12906; Refloated
John Anna (1895),,,Schooner,1866,"Somers Point, NJ",5/9/1895,1895,5,9,Great Egg LSS S 2 mi,,,Stranded,,,"Somers Point, NJ","Tuckahoe, NJ","New York, NY",2,0,0,$500,Wood,Great Egg,#12906; Refloated
John B Biemiller,,E S Crosby,Schooner,1903,"Bath, ME",2/8/1910,1910,2,8,Long Beach LSS S 1.5 mi,,,Grounded,,,"Bath, ME",Puerto Rico,"New York, NY",10,,0,"$40,000",Sugar,Long Beach,#77588; Refloated
John B Connor,,J B Connor,Schooner,1868,"Magnolia, DE",9/18/1883,1883,9,18,Barnegat Inlet South Jetty,,,Grounded,Wood,,"Magnolia, DE",,,,,,,Stone,,#75187; Refloated
John B Coyle,,,Schooner,1891,"Bath, ME",7/28/1896,1896,7,28,Hereford Inlet LSS SE 1 mi,,,Stranded; Captain error,,,"Portland, ME","Philadelphia, PA","Portland, ME",8,,0,"$38,000",Coal,Hereford,#76952; Refloated
John B Manning,,Amos Birdsall,Schooner,1889,"Wilmington, DE",4/13/1913,1913,4,13,Barnegat E 6 mi,,,"Collision w/ ""Buenos Aires""",,,"Philadelphia, PA","Savannah, GA","Perth Amboy, NJ",9,,0,"$18,000",1600 ton Yellow pine RR ties,,#76814
John B Moreau,,,Schooner,,,3/21/1856,1856,3,21,Little Egg Harbor,,,Stranded,,,,Virginia,"New York, NY",,,,,,,
John B Myers,,M B Elwood,Schooner,1857,"Clinton, CT",11/17/1872,1872,11,17,Barnegat,,,"Collision w/ ""Belle R Hull""",,US,"Southport, CT","Jersey City, NJ","Richmond, VA",,,,,Iron; salt hay,,Sank in 15 minutes
John Bossert,,L Bossert & Son,Schooner,1904,"Bath, ME",2/15/1916,1916,2,15,"Seabright, NJ",,,Burned,,US,"New York, NY","Georgetown, SC","New York, NY",8,,1,,Lumber,,#201579 Total loss
John C Bowers,,,Schooner,,,1838 - 1878,1860,,,Barnegat Inlet,,,Stranded,,,,,,,,,,,,
John C Cottingham,,Thomas Ayers,Schooner 3 masted,1872,"Camden, NJ",7/30/1880,1880,7,30,Sandy Hook ESE 30 mi,,,In distress; Leaking,,,"Philadelphia, PA",Maine,"Philadelphia, PA",,,,,Ice,Pilot boat #4,"#75428; Towed in by ""A Walcott"""
John C Jackson,,,Schooner,,,1838 - 1878,1860,,,Squan Inlet,,,Stranded,,,,,,,,,,,,
John C Wells,,,Schooner,,,1/1854,1854,1,,Cape May,,,Collision w/ unknown schooner,,,,"New York, NY","Philadelphia, PA",,,,,,,
John Cadwalader,,Edward Hardin,Schooner,1853,"Tuckahoe, NJ",5/22/1876,1876,5,22,Sandy Hook SE 80 mi,,,"Collision w/ ""O M Marrett""",,,"Tisbury, MA","New York, NY","Jacksonville, FL",,,,,,,#13825; Partial loss
John Collins,,Colts & Tilton,Schooner,1853,"Union, NJ",6/10/1870,1870,6,10,Squan Inlet S 5.5 mi,,,Wrecked,,,"Union, NJ",,,5,,0,,,,
John D Jones No 15,,,Pilot boat,,,3/18/1871,1871,3,18,Sandy Hook,,,"Collision w/ ""City of Washington""",,,,,Pilot service,,,0,,,,All saved
John D Paige,,A C Haley,Schooner 3 masted,1872,"Camden, NJ",4/13/1894,1894,4,13,Sandy Hook Point,,,Grounded,Wood,,"Bridgeton, NJ","Kennebec, ME","Philadelphia, PA",8,,0,"$6,000",Ice,Sandy Hook,#75399; Refloated
John Dobilas,,Charlie Chillemi,Tanker,,,8/20/1996,1996,8,20,Garden State North Artificial Reef,39-37-564 N,74-01-341 W,Explosives,Steel,US,NJ AR,GSN,74,,,,,,,"Sponsor - Friends of John Dobilas, et al"
John E Berwind,,,Tug to yacht,1888,"Newburgh, NY",2/2/1902,1902,2,2,Sandy Hook Lightship E 11 mi,,,Foundered,,,"Perth Amboy, NJ",,Supply service,7,,0,,,,#76740; Total loss
John E Dailey,,James Bliss,Schooner,1860,"St George, ME",10/3/1880,1880,10,3,Sandy Hook East Beach,,,Sank,,,"St George, ME","Georgetown, DC","New York, NY",,,,,279 ton Coal,,#12056; Total loss
John E Moore,Only Son,,Paddlewheel Steamer,1853,"Hoboken, NJ",11/2/1896,1896,11,2,Sandy Hook Romer Shoal,,,Stranded,,,"New York, NY",,Fishing trip,150,,0,,,,"#19034; Refloated; Sank; Formerly ""Only Son"" "
John F Dunphy,,,Steamship,1876,,2/26/1919,1919,2,26,"Communipaw, NJ",,,"Collision w/ ""Lester A Forsyth""",,,,,,3,,0,,,,#6903
John F Kranz (1896),,,Schooner,1871,"East Boston, MA",3/21/1896,1896,3,21,Barnegat outer shoal,,,Grounded,Wood,US,"Boston, MA","Providence, RI","Philadelphia, PA",8,,0,"$6,000",None,Barnegat & Forked River,#75313; Refloated
John F Kranz (1903),,,Schooner,1871,"East Boston, MA",3/21/1903,1903,3,21,Mantaloking Beach N .25 mi,,,Stranded,Wood,US,"Boston, MA","Black River, Jamaica","Flushing, NY",9,,0,"$5,000",Logwood,Manaloking,#75313; Total loss
John F McIlvane,,L B Shaw,Barge,1903,"Elkton, MD",5/10/1923,1923,5,10,Egg Harbor bar,,,Stranded,Wood,US,"Philadelphia, PA","Philadelphia, PA","Egg Harbor, NJ",3,,0,"$4,000",700 ton coal,,162911; Total loss
John Farnum,,,Bark,,,2/7/1855,1855,2,7,Squan Inlet S .7 mi,,,Grounded,,,,"Havana, Cuba","New York, NY",12,,,,,,
John Frederick,,,Schooner,,,4/14/1857,1857,4,14,Sandy Hook,,,Grounded,,,,"Philadelphia, PA","Boston, MA",5,,0,,,,Total loss
